ngram,count,frequency,percentage
IC,16,0.006046863189720333,0.6046863189720333
IT,16,0.006046863189720333,0.6046863189720333
MA,16,0.006046863189720333,0.6046863189720333
OU,16,0.006046863189720333,0.6046863189720333
UL,16,0.006046863189720333,0.6046863189720333
EX,15,0.005668934240362812,0.5668934240362812
IM,15,0.005668934240362812,0.5668934240362812
IO,15,0.005668934240362812,0.5668934240362812
LA,15,0.005668934240362812,0.5668934240362812
NA,15,0.005668934240362812,0.5668934240362812
NS,15,0.005668934240362812,0.5668934240362812
TS,15,0.005668934240362812,0.5668934240362812
ED,14,0.005291005291005291,0.5291005291005291
EL,14,0.005291005291005291,0.5291005291005291
HA,14,0.005291005291005291,0.5291005291005291
SU,14,0.005291005291005291,0.5291005291005291
CT,13,0.0049130763416477706,0.4913076341647771
HO,13,0.0049130763416477706,0.4913076341647771
PR,13,0.0049130763416477706,0.4913076341647771
RY,13,0.0049130763416477706,0.4913076341647771
TT,13,0.0049130763416477706,0.4913076341647771
VE,13,0.0049130763416477706,0.4913076341647771
YS,13,0.0049130763416477706,0.4913076341647771
CE,12,0.0045351473922902496,0.45351473922902497
CH,12,0.0045351473922902496,0.45351473922902497
DI,12,0.0045351473922902496,0.45351473922902497
EF,12,0.0045351473922902496,0.45351473922902497
OF,12,0.0045351473922902496,0.45351473922902497
RS,12,0.0045351473922902496,0.45351473922902497
SH,12,0.0045351473922902496,0.45351473922902497
TO,12,0.0045351473922902496,0.45351473922902497
TR,12,0.0045351473922902496,0.45351473922902497
AM,11,0.0041572184429327285,0.41572184429327286
EY,11,0.0041572184429327285,0.41572184429327286
FO,11,0.0041572184429327285,0.41572184429327286
ID,11,0.0041572184429327285,0.41572184429327286
NO,11,0.0041572184429327285,0.41572184429327286
OD,11,0.0041572184429327285,0.41572184429327286
OT,11,0.0041572184429327285,0.41572184429327286
UT,11,0.0041572184429327285,0.41572184429327286
YP,11,0.0041572184429327285,0.41572184429327286
AG,10,0.003779289493575208,0.3779289493575208
LY,10,0.003779289493575208,0.3779289493575208
MP,10,0.003779289493575208,0.3779289493575208
PE,10,0.003779289493575208,0.3779289493575208
PL,10,0.003779289493575208,0.3779289493575208
SO,10,0.003779289493575208,0.3779289493575208
AB,9,0.003401360544217687,0.3401360544217687
BE,9,0.003401360544217687,0.3401360544217687
CR,9,0.003401360544217687,0.3401360544217687
EV,9,0.003401360544217687,0.3401360544217687
FT,9,0.003401360544217687,0.3401360544217687
HI,9,0.003401360544217687,0.3401360544217687
UN,9,0.003401360544217687,0.3401360544217687
XP,9,0.003401360544217687,0.3401360544217687
EM,8,0.0030234315948601664,0.30234315948601664
EP,8,0.0030234315948601664,0.30234315948601664
IB,8,0.0030234315948601664,0.30234315948601664
LI,8,0.0030234315948601664,0.30234315948601664
MO,8,0.0030234315948601664,0.30234315948601664
NE,8,0.0030234315948601664,0.30234315948601664
PA,8,0.0030234315948601664,0.30234315948601664
SC,8,0.0030234315948601664,0.30234315948601664
US,8,0.0030234315948601664,0.30234315948601664
YA,8,0.0030234315948601664,0.30234315948601664
AK,7,0.0026455026455026454,0.26455026455026454
BO,7,0.0026455026455026454,0.26455026455026454
CL,7,0.0026455026455026454,0.26455026455026454
DA,7,0.0026455026455026454,0.26455026455026454
DO,7,0.0026455026455026454,0.26455026455026454
DT,7,0.0026455026455026454,0.26455026455026454
DU,7,0.0026455026455026454,0.26455026455026454
EI,7,0.0026455026455026454,0.26455026455026454
FR,7,0.0026455026455026454,0.26455026455026454
GT,7,0.0026455026455026454,0.26455026455026454
IG,7,0.0026455026455026454,0.26455026455026454
LO,7,0.0026455026455026454,0.26455026455026454
LS,7,0.0026455026455026454,0.26455026455026454
PT,7,0.0026455026455026454,0.26455026455026454
RD,7,0.0026455026455026454,0.26455026455026454
RT,7,0.0026455026455026454,0.26455026455026454
SP,7,0.0026455026455026454,0.26455026455026454
TC,7,0.0026455026455026454,0.26455026455026454
TW,7,0.0026455026455026454,0.26455026455026454
TY,7,0.0026455026455026454,0.26455026455026454
UE,7,0.0026455026455026454,0.26455026455026454
UR,7,0.0026455026455026454,0.26455026455026454
VI,7,0.0026455026455026454,0.26455026455026454
WE,7,0.0026455026455026454,0.26455026455026454
BL,6,0.0022675736961451248,0.22675736961451248
FI,6,0.0022675736961451248,0.22675736961451248
GR,6,0.0022675736961451248,0.22675736961451248
IE,6,0.0022675736961451248,0.22675736961451248
LL,6,0.0022675736961451248,0.22675736961451248
LT,6,0.0022675736961451248,0.22675736961451248
MB,6,0.0022675736961451248,0.22675736961451248
OO,6,0.0022675736961451248,0.22675736961451248
QU,6,0.0022675736961451248,0.22675736961451248
RC,6,0.0022675736961451248,0.22675736961451248
YM,6,0.0022675736961451248,0.22675736961451248
CU,5,0.001889644746787604,0.1889644746787604
DS,5,0.001889644746787604,0.1889644746787604
EE,5,0.001889644746787604,0.1889644746787604
EK,5,0.001889644746787604,0.1889644746787604
EW,5,0.001889644746787604,0.1889644746787604
FU,5,0.001889644746787604,0.1889644746787604
GU,5,0.001889644746787604,0.1889644746787604
OS,5,0.001889644746787604,0.1889644746787604
OW,5,0.001889644746787604,0.1889644746787604
PH,5,0.001889644746787604,0.1889644746787604
RU,5,0.001889644746787604,0.1889644746787604
SM,5,0.001889644746787604,0.1889644746787604
UA,5,0.001889644746787604,0.1889644746787604
XT,5,0.001889644746787604,0.1889644746787604
YT,5,0.001889644746787604,0.1889644746787604
AI,4,0.0015117157974300832,0.15117157974300832
BI,4,0.0015117157974300832,0.15117157974300832
CC,4,0.0015117157974300832,0.15117157974300832
EO,4,0.0015117157974300832,0.15117157974300832
EQ,4,0.0015117157974300832,0.15117157974300832
GH,4,0.0015117157974300832,0.15117157974300832
GO,4,0.0015117157974300832,0.15117157974300832
HT,4,0.0015117157974300832,0.15117157974300832
IF,4,0.0015117157974300832,0.15117157974300832
IX,4,0.0015117157974300832,0.15117157974300832
NL,4,0.0015117157974300832,0.15117157974300832
NU,4,0.0015117157974300832,0.15117157974300832
OE,4,0.0015117157974300832,0.15117157974300832
OP,4,0.0015117157974300832,0.15117157974300832
PO,4,0.0015117157974300832,0.15117157974300832
RM,4,0.0015117157974300832,0.15117157974300832
SN,4,0.0015117157974300832,0.15117157974300832
TF,4,0.0015117157974300832,0.15117157974300832
TL,4,0.0015117157974300832,0.15117157974300832
UG,4,0.0015117157974300832,0.15117157974300832
UM,4,0.0015117157974300832,0.15117157974300832
WH,4,0.0015117157974300832,0.15117157974300832
WI,4,0.0015117157974300832,0.15117157974300832
AE,3,0.0011337868480725624,0.11337868480725624
BU,3,0.0011337868480725624,0.11337868480725624
CS,3,0.0011337868480725624,0.11337868480725624
CY,3,0.0011337868480725624,0.11337868480725624
DC,3,0.0011337868480725624,0.11337868480725624
DD,3,0.0011337868480725624,0.11337868480725624
DR,3,0.0011337868480725624,0.11337868480725624
EG,3,0.0011337868480725624,0.11337868480725624
FC,3,0.0011337868480725624,0.11337868480725624
GI,3,0.0011337868480725624,0.11337868480725624
IL,3,0.0011337868480725624,0.11337868480725624
IP,3,0.0011337868480725624,0.11337868480725624
IR,3,0.0011337868480725624,0.11337868480725624
IV,3,0.0011337868480725624,0.11337868480725624
LD,3,0.0011337868480725624,0.11337868480725624
LM,3,0.0011337868480725624,0.11337868480725624
LU,3,0.0011337868480725624,0.11337868480725624
MM,3,0.0011337868480725624,0.11337868480725624
MU,3,0.0011337868480725624,0.11337868480725624
NB,3,0.0011337868480725624,0.11337868480725624
NI,3,0.0011337868480725624,0.11337868480725624
NN,3,0.0011337868480725624,0.11337868480725624
NV,3,0.0011337868480725624,0.11337868480725624
OA,3,0.0011337868480725624,0.11337868480725624
OC,3,0.0011337868480725624,0.11337868480725624
OI,3,0.0011337868480725624,0.11337868480725624
OV,3,0.0011337868480725624,0.11337868480725624
PY,3,0.0011337868480725624,0.11337868480725624
SR,3,0.0011337868480725624,0.11337868480725624
SY,3,0.0011337868480725624,0.11337868480725624
TD,3,0.0011337868480725624,0.11337868480725624
TM,3,0.0011337868480725624,0.11337868480725624
UC,3,0.0011337868480725624,0.11337868480725624
UI,3,0.0011337868480725624,0.11337868480725624
WS,3,0.0011337868480725624,0.11337868480725624
YE,3,0.0011337868480725624,0.11337868480725624
AD,2,0.0007558578987150416,0.07558578987150416
AF,2,0.0007558578987150416,0.07558578987150416
AP,2,0.0007558578987150416,0.07558578987150416
AU,2,0.0007558578987150416,0.07558578987150416
BA,2,0.0007558578987150416,0.07558578987150416
BS,2,0.0007558578987150416,0.07558578987150416
CK,2,0.0007558578987150416,0.07558578987150416
DB,2,0.0007558578987150416,0.07558578987150416
DL,2,0.0007558578987150416,0.07558578987150416
DM,2,0.0007558578987150416,0.07558578987150416
EB,2,0.0007558578987150416,0.07558578987150416
EH,2,0.0007558578987150416,0.07558578987150416
FA,2,0.0007558578987150416,0.07558578987150416
FF,2,0.0007558578987150416,0.07558578987150416
GN,2,0.0007558578987150416,0.07558578987150416
GS,2,0.0007558578987150416,0.07558578987150416
HC,2,0.0007558578987150416,0.07558578987150416
HM,2,0.0007558578987150416,0.07558578987150416
HR,2,0.0007558578987150416,0.07558578987150416
HY,2,0.0007558578987150416,0.07558578987150416
LC,2,0.0007558578987150416,0.07558578987150416
LP,2,0.0007558578987150416,0.07558578987150416
MC,2,0.0007558578987150416,0.07558578987150416
MT,2,0.0007558578987150416,0.07558578987150416
OG,2,0.0007558578987150416,0.07558578987150416
OL,2,0.0007558578987150416,0.07558578987150416
RN,2,0.0007558578987150416,0.07558578987150416
RV,2,0.0007558578987150416,0.07558578987150416
SB,2,0.0007558578987150416,0.07558578987150416
SD,2,0.0007558578987150416,0.07558578987150416
SL,2,0.0007558578987150416,0.07558578987150416
SQ,2,0.0007558578987150416,0.07558578987150416
SV,2,0.0007558578987150416,0.07558578987150416
TB,2,0.0007558578987150416,0.07558578987150416
TP,2,0.0007558578987150416,0.07558578987150416
WO,2,0.0007558578987150416,0.07558578987150416
XO,2,0.0007558578987150416,0.07558578987150416
YC,2,0.0007558578987150416,0.07558578987150416
YF,2,0.0007558578987150416,0.07558578987150416
YR,2,0.0007558578987150416,0.07558578987150416
AV,1,0.0003779289493575208,0.03779289493575208
AY,1,0.0003779289493575208,0.03779289493575208
BR,1,0.0003779289493575208,0.03779289493575208
BT,1,0.0003779289493575208,0.03779289493575208
BY,1,0.0003779289493575208,0.03779289493575208
CP,1,0.0003779289493575208,0.03779289493575208
DF,1,0.0003779289493575208,0.03779289493575208
DG,1,0.0003779289493575208,0.03779289493575208
DH,1,0.0003779289493575208,0.03779289493575208
DK,1,0.0003779289493575208,0.03779289493575208
DN,1,0.0003779289493575208,0.03779289493575208
DW,1,0.0003779289493575208,0.03779289493575208
EU,1,0.0003779289493575208,0.03779289493575208
FE,1,0.0003779289493575208,0.03779289493575208
FL,1,0.0003779289493575208,0.03779289493575208
GA,1,0.0003779289493575208,0.03779289493575208
GL,1,0.0003779289493575208,0.03779289493575208
GM,1,0.0003779289493575208,0.03779289493575208
GP,1,0.0003779289493575208,0.03779289493575208
HF,1,0.0003779289493575208,0.03779289493575208
HL,1,0.0003779289493575208,0.03779289493575208
HS,1,0.0003779289493575208,0.03779289493575208
HZ,1,0.0003779289493575208,0.03779289493575208
IA,1,0.0003779289493575208,0.03779289493575208
JE,1,0.0003779289493575208,0.03779289493575208
KN,1,0.0003779289493575208,0.03779289493575208
KT,1,0.0003779289493575208,0.03779289493575208
LF,1,0.0003779289493575208,0.03779289493575208
LG,1,0.0003779289493575208,0.03779289493575208
LK,1,0.0003779289493575208,0.03779289493575208
MF,1,0.0003779289493575208,0.03779289493575208
MI,1,0.0003779289493575208,0.03779289493575208
MK,1,0.0003779289493575208,0.03779289493575208
MS,1,0.0003779289493575208,0.03779289493575208
MW,1,0.0003779289493575208,0.03779289493575208
NF,1,0.0003779289493575208,0.03779289493575208
NK,1,0.0003779289493575208,0.03779289493575208
NP,1,0.0003779289493575208,0.03779289493575208
NW,1,0.0003779289493575208,0.03779289493575208
NY,1,0.0003779289493575208,0.03779289493575208
OB,1,0.0003779289493575208,0.03779289493575208
OJ,1,0.0003779289493575208,0.03779289493575208
PS,1,0.0003779289493575208,0.03779289493575208
PU,1,0.0003779289493575208,0.03779289493575208
RF,1,0.0003779289493575208,0.03779289493575208
RK,1,0.0003779289493575208,0.03779289493575208
RR,1,0.0003779289493575208,0.03779289493575208
RW,1,0.0003779289493575208,0.03779289493575208
SF,1,0.0003779289493575208,0.03779289493575208
SG,1,0.0003779289493575208,0.03779289493575208
SK,1,0.0003779289493575208,0.03779289493575208
SW,1,0.0003779289493575208,0.03779289493575208
SZ,1,0.0003779289493575208,0.03779289493575208
TN,1,0.0003779289493575208,0.03779289493575208
TU,1,0.0003779289493575208,0.03779289493575208
UB,1,0.0003779289493575208,0.03779289493575208
UF,1,0.0003779289493575208,0.03779289493575208
UO,1,0.0003779289493575208,0.03779289493575208
UP,1,0.0003779289493575208,0.03779289493575208
VA,1,0.0003779289493575208,0.03779289493575208
VF,1,0.0003779289493575208,0.03779289493575208
VM,1,0.0003779289493575208,0.03779289493575208
WA,1,0.0003779289493575208,0.03779289493575208
WM,1,0.0003779289493575208,0.03779289493575208
WT,1,0.0003779289493575208,0.03779289493575208
XA,1,0.0003779289493575208,0.03779289493575208
XC,1,0.0003779289493575208,0.03779289493575208
XS,1,0.0003779289493575208,0.03779289493575208
YO,1,0.0003779289493575208,0.03779289493575208
YW,1,0.0003779289493575208,0.03779289493575208
YY,1,0.0003779289493575208,0.03779289493575208
ZE,1,0.0003779289493575208,0.03779289493575208
ZT,1,0.0003779289493575208,0.03779289493575208
